num,reg,pos,loc,instraction,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
34,r5,15, 1103067,"  10d4d8:	eb00067f 	bl	10eedc <vPortEnterCritical>
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,r3,15, 1119306,"  111448:	e7bd      	b.n	1113c6 <__sfp+0x16>
",benign, 856, 223, 32220, 3, 21345, 13857, 6, 7022, 8892, 0, 968, 165686, 9328, 3, 225, 12424, 2304, 488, 5, 94895, 27091, 98089, 0, 0, 721, 27972, 24882, 36149, 241, 0, 0, 17, 107, 152, 4, 164610, 156332, 159889, 2, 99, 99, 316
36,r3,21, 1111840,"  10f720:	ebfff632 	bl	10cff0 <xTaskGetSchedulerState>
",benign, 911, 361, 36855, 3, 24560, 14701, 6, 7834, 9928, 0, 992, 178909, 10471, 3, 239, 12351, 2354, 436, 5, 98715, 26701, 110466, 0, 0, 827, 32058, 28312, 40244, 274, 0, 0, 19, 131, 155, 2, 179268, 171857, 175191, 2, 99, 99, 316
37,r1,22, 1122685,"  11217c:	ed8c2b0e 	vstr	d2, [ip, #56]	; 0x38
",benign, 922, 315, 26694, 3, 17478, 12610, 6, 5976, 7332, 0, 833, 147185, 7639, 3, 188, 12212, 2486, 434, 5, 87626, 25587, 80803, 0, 0, 593, 22735, 19868, 30914, 218, 0, 0, 19, 105, 145, 3, 146684, 138519, 142032, 2, 99, 99, 326
38,r1,15, 1101067,"  10cd08:	e12fff1e 	bx	lr
",benign, 988, 402, 37216, 2, 24802, 14777, 6, 7941, 10078, 0, 1012, 180510, 10620, 3, 224, 11535, 2324, 426, 6, 99921, 27643, 112119, 0, 0, 826, 32248, 29065, 40806, 269, 0, 0, 19, 113, 156, 3, 180807, 170824, 174396, 2, 99, 99, 316
39,r2,17, 1101165,"  10cd6c:	0a000020 	beq	10cdf4 <vTaskGetInfo+0xdc>
",benign, 933, 369, 38542, 3, 25740, 15099, 6, 8234, 10440, 0, 1025, 184444, 11037, 3, 247, 12416, 2722, 463, 5, 101850, 27690, 115360, 0, 0, 880, 33302, 29888, 42039, 268, 0, 0, 19, 146, 136, 2, 185327, 176827, 180246, 2, 99, 99, 316
40,r7,18, 1108972,"  10ebec:	e504001c 	str	r0, [r4, #-28]	; 0xffffffe4
",benign, 905, 333, 27090, 3, 17747, 12780, 6, 6017, 7417, 0, 788, 147852, 7745, 3, 205, 11703, 2399, 441, 8, 88040, 25427, 81441, 0, 0, 614, 22753, 20263, 31407, 218, 0, 0, 19, 96, 160, 4, 148398, 139653, 142945, 2, 99, 99, 326
41,r9,21, 1113536,"  10fdc0:	e28dd014 	add	sp, sp, #20
",benign, 735, 233, 13646, 2, 8369, 9945, 6, 3455, 3763, 0, 447, 99225, 3765, 3, 105, 9791, 1206, 427, 5, 67193, 18462, 39109, 0, 0, 291, 8634, 7913, 18552, 143, 0, 0, 19, 70, 136, 2, 99526, 91152, 94291, 1, 99, 99, 326
42,r0,10, 1101026,"  10cce0:	e3400012 	movt	r0, #18
",benign, 933, 338, 34720, 3, 23108, 14248, 6, 7468, 9476, 0, 910, 170984, 9967, 3, 214, 12756, 2333, 446, 4, 95953, 26633, 105974, 0, 0, 777, 30707, 27085, 38262, 272, 0, 0, 17, 97, 156, 3, 172238, 165117, 168496, 2, 99, 99, 500
43,r8,12, 1099642,"  10c778:	eb0009d7 	bl	10eedc <vPortEnterCritical>
",benign, 926, 324, 34613, 3, 23016, 14211, 6, 7414, 9400, 0, 899, 169804, 9888, 3, 198, 11957, 2316, 438, 4, 95070, 26990, 105225, 0, 0, 775, 30512, 27250, 38323, 251, 0, 0, 19, 82, 184, 4, 169413, 162819, 166073, 2, 99, 99, 316
44,r5,13, 1115175,"  110424:	e301026c 	movw	r0, #4716	; 0x126c
",benign, 939, 349, 32272, 3, 21358, 13832, 6, 7076, 8926, 0, 987, 166337, 9372, 3, 225, 12058, 2650, 459, 4, 94658, 27162, 98018, 0, 0, 731, 28065, 24772, 36171, 278, 0, 0, 19, 107, 156, 3, 165600, 156975, 160337, 2, 99, 99, 316
45,r6,29, 1098905,"  10c498:	e2833001 	add	r3, r3, #1
",benign, 925, 363, 36808, 3, 24517, 14710, 6, 7844, 9927, 0, 943, 177678, 10472, 3, 240, 12343, 2278, 440, 5, 99781, 27860, 110182, 0, 0, 829, 31993, 28453, 40283, 275, 0, 0, 19, 126, 160, 3, 179123, 170640, 173978, 2, 99, 99, 316
46,r9,27, 1119515,"  111518:	f045 0501 	orr.w	r5, r5, #1
",benign, 901, 319, 31800, 3, 21050, 13634, 6, 6942, 8734, 0, 921, 162154, 9155, 3, 197, 12041, 2336, 452, 5, 92078, 26383, 96268, 0, 0, 708, 27422, 24482, 35618, 246, 0, 0, 19, 81, 145, 4, 161020, 153063, 156385, 2, 99, 99, 326
47,r1,18, 1100808,"  10cc08:	eb00095a 	bl	10f178 <vApplicationAssert>
",benign, 927, 315, 27275, 3, 17916, 12768, 6, 6048, 7401, 0, 820, 148065, 7736, 3, 191, 12269, 2170, 456, 7, 87724, 25586, 81849, 0, 0, 622, 22636, 20515, 31382, 226, 0, 0, 17, 103, 152, 3, 148756, 139749, 143044, 2, 99, 99, 326
48,r0,10, 1118823,"",benign, 910, 331, 31781, 3, 21031, 13690, 6, 6900, 8643, 0, 905, 162786, 9065, 3, 210, 11849, 2283, 484, 6, 93339, 26247, 95884, 0, 0, 708, 27103, 24471, 35708, 264, 0, 0, 19, 92, 149, 3, 163608, 155361, 158688, 2, 99, 99, 326
49,r1,7, 1120547,"",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,r0,26, 1121891,"  111e60:	e730      	b.n	111cc4 <_malloc_r+0x3e0>
",benign, 858, 227, 37656, 3, 25154, 14826, 6, 8037, 10193, 0, 1045, 182711, 10736, 3, 229, 12343, 2457, 451, 4, 99444, 26851, 112865, 0, 0, 828, 32927, 28833, 40978, 263, 0, 0, 19, 111, 151, 2, 180327, 173333, 176754, 2, 99, 99, 326
51,r2,24, 1115097,"  1103d8:	e3a05001 	mov	r5, #1
",benign, 929, 337, 37651, 3, 25128, 14844, 6, 7961, 10113, 0, 949, 178730, 10653, 3, 212, 12153, 2814, 420, 5, 97974, 26420, 112244, 0, 0, 826, 32436, 29251, 41224, 270, 0, 0, 19, 107, 135, 3, 178738, 170315, 173750, 2, 99, 99, 326
52,r8,31, 1118594,"  111180:	6323      	str	r3, [r4, #48]	; 0x30
",benign, 931, 347, 37219, 3, 24819, 14767, 6, 7938, 10081, 0, 969, 179125, 10621, 3, 225, 12202, 2458, 480, 5, 99157, 27002, 111532, 0, 0, 824, 32489, 28580, 40602, 275, 0, 0, 17, 132, 152, 4, 180413, 171482, 174907, 2, 99, 99, 326
53,r6,4, 1098074,"  10c158:	e5927004 	ldr	r7, [r2, #4]
",benign, 915, 319, 31744, 3, 21019, 13661, 6, 6889, 8702, 0, 888, 161615, 9113, 3, 195, 11944, 2424, 440, 6, 91884, 26052, 96367, 0, 0, 698, 27653, 24145, 35524, 230, 0, 0, 19, 97, 148, 3, 161467, 153622, 157007, 2, 99, 99, 326
54,r6,29, 1106006,"  10e054:	2a00003b 	bcs	10e148 <prvTimerTask+0x33c>
",benign, 972, 388, 34777, 3, 23111, 14241, 6, 7482, 9466, 0, 942, 171357, 9962, 3, 210, 12732, 2263, 432, 4, 95209, 26288, 105033, 0, 0, 781, 30605, 26888, 38433, 276, 0, 0, 19, 96, 149, 3, 171195, 163596, 166911, 2, 99, 99, 316
55,r3,1, 1116773,"  110a64:	e59f0280 	ldr	r0, [pc, #640]	; 110cec <vTaskSwitchContextConst>
",benign, 987, 362, 36954, 3, 24583, 14745, 6, 7876, 9954, 0, 944, 178487, 10510, 3, 241, 11824, 2421, 434, 6, 100084, 27975, 110871, 0, 0, 840, 32227, 28425, 40426, 278, 0, 0, 19, 142, 145, 2, 179658, 172184, 175591, 2, 99, 99, 316
56,r6,26, 1101554,"  10cef0:	e08c0005 	add	r0, ip, r5
",benign, 939, 349, 32400, 3, 21422, 13889, 6, 7080, 8942, 0, 963, 166197, 9394, 3, 225, 12046, 2435, 437, 5, 94404, 26607, 97812, 0, 0, 737, 28213, 24723, 36293, 255, 0, 0, 19, 127, 152, 4, 166510, 157968, 161423, 2, 99, 99, 326
57,r1,0, 1118341,"  111084:	431a      	orrs	r2, r3
",benign, 937, 321, 31773, 3, 21046, 13636, 6, 6909, 8714, 0, 910, 162148, 9128, 3, 195, 12403, 2333, 497, 4, 91695, 26125, 96061, 0, 0, 700, 27470, 24499, 35668, 250, 0, 0, 19, 81, 156, 3, 161854, 153325, 156718, 2, 99, 99, 373
58,r3,26, 1117921,"",benign, 966, 315, 27169, 3, 17825, 12766, 6, 6045, 7401, 0, 823, 148837, 7736, 3, 191, 12066, 2352, 633, 8, 87869, 25751, 81762, 0, 0, 622, 22674, 20359, 31394, 217, 0, 0, 19, 98, 154, 3, 147456, 140274, 143633, 2, 99, 99, 316
59,r7,20, 1096128,"  10b9c0:	95854004 	strls	r4, [r5, #4]
",benign, 728, 236, 13563, 2, 8300, 9920, 6, 3462, 3765, 0, 427, 98427, 3767, 3, 113, 9684, 1429, 417, 9, 67406, 18588, 39056, 0, 0, 291, 8602, 7889, 18475, 142, 0, 0, 19, 50, 145, 2, 99096, 90692, 93864, 1, 99, 99, 316
60,r0,13, 1097344,"  10be80:	e0800003 	add	r0, r0, r3
",benign, 922, 361, 36820, 3, 24520, 14699, 6, 7857, 9935, 0, 965, 179431, 10482, 3, 242, 12547, 2283, 442, 6, 99476, 27213, 110414, 0, 0, 831, 32138, 28421, 40239, 288, 0, 0, 17, 118, 170, 2, 179609, 171279, 174664, 2, 99, 99, 326
61,r3,8, 1114003,"  10ff90:	ebfffbd1 	bl	10eedc <vPortEnterCritical>
",benign, 978, 388, 31934, 3, 21137, 13730, 6, 6908, 8647, 0, 942, 163868, 9076, 3, 208, 12159, 2310, 496, 6, 93293, 26342, 95892, 0, 0, 715, 27217, 24482, 35965, 274, 0, 0, 19, 95, 146, 3, 164215, 155438, 158881, 2, 99, 99, 496
62,r2,17, 1101511,"  10cec4:	e5963044 	ldr	r3, [r6, #68]	; 0x44
",benign, 910, 366, 39305, 3, 26240, 15246, 6, 8374, 10737, 0, 1043, 187835, 11324, 3, 244, 12547, 2357, 482, 6, 103114, 28112, 118464, 0, 0, 871, 34417, 30751, 42605, 299, 0, 0, 19, 139, 143, 3, 187448, 178309, 181811, 2, 99, 99, 316
63,r9,16, 1113478,"  10fd84:	e3530000 	cmp	r3, #0
",benign, 923, 320, 31664, 3, 20968, 13608, 6, 6916, 8717, 0, 913, 161729, 9130, 3, 195, 12170, 2356, 430, 4, 92053, 26090, 96253, 0, 0, 700, 27506, 24200, 35407, 233, 0, 0, 19, 82, 163, 3, 161266, 153932, 157303, 2, 99, 99, 326
64,r3,24, 1112176,"  10f870:	e301026c 	movw	r0, #4716	; 0x126c
",benign, 927, 368, 38528, 3, 25677, 15136, 6, 8178, 10404, 0, 1043, 183868, 10994, 3, 244, 12459, 2462, 438, 6, 102259, 28041, 115302, 0, 0, 873, 33364, 29581, 41982, 276, 0, 0, 19, 142, 141, 3, 185498, 176667, 179992, 2, 99, 99, 316
65,r3,4, 1103560,"  10d6c8:	0010d6cc 	andseq	sp, r0, ip, asr #13
",benign, 928, 333, 34831, 3, 23146, 14262, 6, 7476, 9467, 0, 945, 171271, 9962, 3, 207, 12350, 2761, 424, 5, 95583, 26604, 105105, 0, 0, 781, 30458, 26851, 38410, 263, 0, 0, 17, 91, 146, 3, 171677, 162588, 165977, 2, 99, 99, 316
66,r3,19, 1120820,"",benign, 1183, 349, 37369, 3, 24924, 14842, 6, 7937, 10084, 0, 1039, 181759, 10629, 3, 223, 12929, 2546, 491, 5, 100777, 29003, 111998, 0, 0, 829, 32400, 28815, 40815, 267, 0, 0, 19, 141, 143, 3, 181305, 172781, 176261, 1, 99, 99, 326
67,r9,7, 1098763,"  10c408:	e3403012 	movt	r3, #18
",benign, 931, 346, 36966, 3, 24611, 14734, 6, 7883, 10034, 0, 988, 179969, 10561, 3, 225, 11853, 2318, 439, 5, 99284, 27637, 111401, 0, 0, 812, 32311, 28714, 40572, 266, 0, 0, 19, 114, 153, 3, 179885, 171118, 174723, 1, 99, 99, 316
68,r0,5, 1111444,"  10f594:	ebfffd14 	bl	10e9ec <vListInitialise>
",benign, 939, 356, 37830, 3, 25250, 14901, 6, 8028, 10199, 0, 981, 180467, 10751, 3, 233, 12217, 2480, 421, 10, 100458, 27874, 113479, 0, 0, 837, 33073, 28825, 41261, 266, 0, 0, 19, 106, 131, 3, 181396, 172076, 175498, 2, 99, 99, 316
69,r1,2, 1118092,"  110f8c:	f04f 30ff 	movne.w	r0, #4294967295	; 0xffffffff
",benign, 909, 332, 34659, 3, 23048, 14243, 6, 7402, 9406, 0, 921, 170899, 9887, 3, 210, 12057, 2373, 434, 4, 95954, 27081, 104737, 0, 0, 767, 30205, 26739, 38214, 248, 0, 0, 19, 94, 160, 4, 170699, 162223, 165532, 2, 99, 99, 316
70,r2,0, 1103143,"  10d524:	13a02000 	movne	r2, #0
",benign, 1123, 346, 32301, 3, 21421, 13880, 6, 7023, 8895, 0, 1006, 166606, 9331, 3, 224, 12683, 2368, 426, 6, 95513, 27783, 97725, 0, 0, 721, 27810, 24979, 36175, 250, 0, 0, 17, 139, 151, 3, 166654, 157837, 161293, 2, 99, 99, 316
71,r3,0, 1108137,"  10e8a8:	e8bd4070 	pop	{r4, r5, r6, lr}
",benign, 926, 332, 31969, 3, 21132, 13727, 6, 6990, 8816, 0, 903, 163387, 9247, 3, 208, 12088, 2561, 441, 4, 93314, 26905, 96804, 0, 0, 717, 27939, 24424, 35858, 249, 0, 0, 19, 117, 146, 3, 164642, 155270, 158632, 2, 99, 99, 326
72,r5,22, 1098177,"  10c1c0:	e0862002 	add	r2, r6, r2
",benign, 921, 319, 31572, 3, 20910, 13587, 6, 6927, 8703, 0, 846, 160968, 9117, 3, 196, 12136, 2339, 493, 5, 91666, 25962, 95727, 0, 0, 701, 27304, 24755, 35489, 239, 0, 0, 19, 105, 153, 4, 161996, 153095, 156459, 2, 99, 99, 372
73,r6,31, 1123249,"  1123b0:	e1a00000 	nop			; (mov r0, r0)
",benign, 786, 289, 13530, 2, 8296, 9957, 6, 3407, 3720, 0, 461, 98733, 3714, 3, 105, 9809, 1348, 428, 5, 67278, 18603, 39048, 0, 0, 282, 8580, 7851, 18590, 152, 0, 0, 19, 51, 137, 2, 98711, 90433, 93536, 1, 99, 99, 316
