num,reg,pos,loc,instraction,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
24,0x11cf74,19, 1098983,"  10c4e4:	e1a00004 	mov	r0, r4
",benign, 941, 337, 34843, 3, 23181, 14297, 6, 7469, 9484, 0, 930, 172045, 9980, 3, 212, 11995, 2481, 459, 5, 96236, 26700, 106083, 0, 0, 782, 30753, 27439, 38579, 274, 0, 0, 19, 98, 146, 2, 173097, 165285, 168611, 2, 99, 99, 370
25,0x12e564,21, 1110150,"  10f084:	e3a03000 	mov	r3, #0
",benign, 984, 368, 38481, 3, 25688, 15084, 6, 8241, 10441, 0, 1004, 184378, 11039, 3, 245, 12581, 2707, 426, 5, 102217, 28154, 115394, 0, 0, 880, 33340, 29775, 42038, 302, 0, 0, 19, 139, 141, 3, 185330, 175824, 179144, 2, 99, 99, 316
26,0x11de04,20, 1100945,"  10cc90:	e0422000 	sub	r2, r2, r0
",benign, 977, 418, 36525, 3, 24305, 14609, 6, 7817, 9893, 0, 973, 178396, 10425, 3, 238, 12192, 2732, 427, 5, 99182, 26683, 109381, 0, 0, 816, 31855, 28400, 40036, 268, 0, 0, 19, 130, 160, 4, 177102, 169787, 173090, 2, 99, 99, 326
27,0x120c68,16, 1098272,"  10c220:	03e03000 	mvneq	r3, #0
",benign, 899, 339, 37635, 3, 25129, 14828, 6, 7961, 10113, 0, 989, 179463, 10653, 3, 214, 12241, 2412, 411, 5, 98786, 27188, 113037, 0, 0, 826, 32630, 29054, 41193, 275, 0, 0, 17, 93, 138, 3, 180047, 170920, 174322, 2, 99, 99, 326
28,0x11dd18,20, 1113872,"  10ff10:	e1a05006 	mov	r5, r6
",benign, 1000, 392, 37679, 3, 25168, 14850, 6, 7961, 10113, 0, 993, 179228, 10653, 3, 211, 12227, 2611, 421, 5, 98664, 27045, 112971, 0, 0, 826, 32826, 28697, 41092, 259, 0, 0, 19, 92, 139, 2, 180124, 170865, 174233, 2, 99, 99, 316
29,0x137c6c,21, 1101988,"  10d0a4:	e8bd81f0 	pop	{r4, r5, r6, r7, r8, pc}
",benign, 968, 402, 37521, 3, 25035, 14882, 6, 7976, 10112, 0, 1043, 181926, 10670, 3, 225, 12875, 2328, 433, 3, 100442, 28266, 112679, 0, 0, 843, 32639, 28912, 41147, 263, 0, 0, 19, 132, 144, 4, 181808, 172801, 176304, 1, 99, 99, 326
30,0x11cebc,22, 1110654,"  10f27c:	e3a00000 	mov	r0, #0
",benign, 923, 336, 34871, 3, 23207, 14331, 6, 7478, 9496, 0, 980, 173297, 9994, 3, 212, 12200, 2670, 461, 5, 96690, 27564, 106321, 0, 0, 784, 30595, 27714, 38545, 258, 0, 0, 17, 95, 151, 2, 171736, 165597, 168889, 2, 99, 99, 316
31,0x11f268,5, 1095981,"  10b92c:	e0866003 	add	r6, r6, r3
",benign, 927, 348, 37346, 3, 24882, 14824, 6, 7941, 10090, 0, 967, 179437, 10637, 3, 226, 12290, 2275, 502, 6, 99864, 27800, 111942, 0, 0, 831, 32448, 29082, 41010, 280, 0, 0, 19, 136, 157, 4, 179837, 172674, 175974, 1, 99, 99, 326
32,0x1303a8,24, 1122053,"  111f04:	e50c300c 	str	r3, [ip, #-12]
",benign, 840, 238, 13118, 5, 8006, 9806, 7, 3400, 3701, 0, 453, 98824, 3680, 3, 107, 9689, 1227, 421, 3, 68190, 19574, 38267, 0, 0, 267, 8403, 7752, 18051, 137, 0, 0, 17, 50, 136, 4, 98780, 90375, 93556, 4, 99, 99, 317
33,0x129d20,21, 1105980,"  10e03c:	e5c52028 	strb	r2, [r5, #40]	; 0x28
",benign, 916, 347, 37278, 3, 24849, 14799, 6, 7932, 10076, 0, 1026, 180493, 10618, 3, 225, 12825, 2591, 424, 5, 99492, 27440, 112090, 0, 0, 827, 32440, 28797, 40776, 270, 0, 0, 19, 110, 141, 4, 179671, 171182, 174787, 2, 99, 99, 316
34,0x135c04,13, 1103618,"  10d700:	e3400012 	movt	r0, #18
",benign, 990, 382, 27168, 3, 17790, 12762, 6, 6055, 7444, 0, 809, 148478, 7777, 3, 204, 12305, 2306, 489, 4, 88441, 25482, 81848, 0, 0, 619, 22861, 20252, 31345, 216, 0, 0, 19, 88, 164, 2, 148090, 140108, 143591, 2, 99, 99, 326
35,0x12b850,24, 1102435,"  10d260:	e1530005 	cmp	r3, r5
",benign, 924, 347, 37265, 3, 24814, 14833, 6, 7910, 10059, 0, 1000, 180405, 10599, 3, 222, 12186, 2635, 434, 6, 99033, 26954, 111335, 0, 0, 825, 32420, 28844, 40900, 267, 0, 0, 17, 104, 143, 4, 180370, 171021, 174542, 2, 99, 99, 326
36,0x133034,11, 1115495,"  110564:	e3400012 	movt	r0, #18
",benign, 927, 337, 37948, 3, 25381, 14919, 6, 8002, 10140, 0, 1007, 180991, 10698, 3, 213, 11907, 2456, 412, 5, 98526, 26842, 113055, 0, 0, 843, 32783, 29086, 41488, 272, 0, 0, 17, 115, 145, 3, 179638, 172196, 175633, 2, 99, 99, 326
37,0x134008,25, 1115466,"  110548:	ebfffa63 	bl	10eedc <vPortEnterCritical>
",benign, 914, 368, 38166, 3, 25452, 15003, 6, 8139, 10362, 0, 1070, 185184, 10932, 3, 247, 12307, 2630, 420, 6, 101369, 27788, 114658, 0, 0, 853, 33128, 29598, 41725, 287, 0, 0, 19, 170, 153, 3, 183222, 175952, 179323, 2, 99, 99, 316
38,0x11eee8,7, 1098143,"  10c19c:	e593102c 	ldr	r1, [r3, #44]	; 0x2c
",benign, 940, 361, 36789, 3, 24498, 14675, 6, 7849, 9927, 0, 938, 177339, 10471, 3, 239, 11843, 2381, 455, 5, 99589, 27098, 110661, 0, 0, 827, 32069, 28200, 40156, 282, 0, 0, 19, 130, 153, 2, 179284, 169528, 173100, 2, 99, 99, 326
39,0x120864,5, 1105654,"  10def4:	0010df64 	andseq	sp, r0, r4, ror #30
",benign, 902, 328, 27288, 3, 17898, 12800, 6, 6053, 7436, 0, 826, 148971, 7774, 3, 205, 12102, 2175, 437, 5, 88155, 25450, 81970, 0, 0, 624, 22957, 20297, 31522, 228, 0, 0, 19, 117, 140, 2, 149510, 141242, 144559, 2, 99, 99, 316
40,0x11e9b8,21, 1122557,"  1120fc:	ed8c5b20 	vstr	d5, [ip, #128]	; 0x80
",benign, 921, 321, 32125, 3, 21295, 13752, 6, 6965, 8764, 0, 910, 163123, 9199, 3, 194, 11635, 2290, 434, 4, 92249, 26251, 97075, 0, 0, 722, 27772, 24346, 35893, 259, 0, 0, 17, 76, 158, 2, 162578, 154542, 157986, 2, 99, 99, 316
41,0x135b58,5, 1122378,"  112048:	e49da020 	ldr	sl, [sp], #32
",benign, 920, 348, 37065, 3, 24726, 14756, 6, 7883, 10034, 0, 1006, 179730, 10561, 3, 223, 12056, 2344, 409, 5, 99691, 27624, 111366, 0, 0, 812, 32149, 28668, 40434, 266, 0, 0, 19, 137, 145, 4, 179417, 172011, 175352, 2, 99, 99, 316
42,0x12cd40,1, 1108006,"  10e824:	e92d4070 	push	{r4, r5, r6, lr}
",benign, 927, 332, 31649, 3, 20939, 13677, 6, 6876, 8623, 0, 941, 164182, 9035, 3, 207, 12314, 2449, 423, 5, 93816, 26601, 95618, 0, 0, 698, 27239, 24187, 35549, 240, 0, 0, 17, 92, 143, 4, 163139, 155555, 158831, 2, 99, 99, 370
43,0x11ec54,31, 1109373,"  10ed7c:	ea0000fd 	b	10f178 <vApplicationAssert>
",benign, 933, 367, 38480, 3, 25664, 15107, 6, 8190, 10404, 0, 1062, 185143, 10994, 3, 245, 12332, 2499, 433, 5, 101551, 27753, 115103, 0, 0, 873, 33417, 29598, 42055, 302, 0, 0, 19, 138, 137, 2, 184548, 176758, 180235, 2, 99, 99, 316
44,0x1347b4,0, 1107587,"  10e680:	9a000004 	bls	10e698 <pvPortMalloc+0x40>
",benign, 915, 314, 26676, 3, 17460, 12591, 6, 5949, 7319, 0, 807, 147561, 7619, 3, 192, 11793, 2207, 436, 6, 87626, 25764, 80700, 0, 0, 587, 22436, 20092, 30896, 225, 0, 0, 19, 103, 145, 2, 147348, 139205, 142534, 2, 99, 99, 316
45,0x11df24,23, 1099639,"  10c774:	e8bd8070 	pop	{r4, r5, r6, pc}
",benign, 726, 234, 13141, 2, 8042, 9794, 6, 3396, 3694, 0, 434, 97933, 3671, 3, 106, 9857, 1225, 427, 4, 67025, 18417, 38209, 0, 0, 266, 8369, 7698, 18083, 137, 0, 0, 19, 50, 131, 2, 98121, 90098, 93439, 1, 99, 99, 316
46,0x136134,21, 1117511,"  110d44:	eba0 70c1 	subcs.w	r0, r0, r1, lsl #31
",benign, 936, 361, 36588, 3, 24381, 14671, 6, 7789, 9878, 0, 983, 178364, 10407, 3, 238, 12106, 2280, 562, 4, 99576, 27159, 110028, 0, 0, 813, 32075, 27954, 40016, 281, 0, 0, 19, 127, 155, 2, 179049, 169128, 172688, 2, 99, 99, 326
47,0x11f4a4,13, 1110457,"  10f1b8:	e59d3000 	ldr	r3, [sp]
",benign, 929, 338, 34963, 3, 23266, 14324, 6, 7543, 9544, 0, 994, 174168, 10056, 3, 214, 12227, 2369, 446, 3, 96541, 26920, 106738, 0, 0, 798, 30887, 27658, 38808, 286, 0, 0, 17, 111, 150, 2, 173985, 165685, 169093, 2, 99, 99, 326
48,0x13399c,20, 1119583,"  11155c:	2900      	cmp	r1, #0
",benign, 1174, 315, 26823, 9, 17623, 12660, 6, 5965, 7336, 0, 850, 148655, 7642, 3, 189, 12915, 2291, 493, 6, 89612, 27429, 81230, 0, 0, 593, 22435, 20245, 31062, 217, 0, 0, 19, 82, 164, 3, 148905, 140920, 144334, 5, 99, 99, 316
49,0x1326c0,0, 1113545,"  10fdc8:	e1a00004 	mov	r0, r4
",benign, 918, 346, 37319, 3, 24853, 14818, 6, 7917, 10065, 0, 971, 179622, 10608, 3, 223, 12462, 2599, 444, 5, 100386, 28240, 112340, 0, 0, 827, 32525, 28454, 40636, 275, 0, 0, 17, 112, 142, 4, 179689, 172709, 175993, 1, 99, 99, 316
50,0x130034,28, 1112741,"  10faa4:	e16f5f15 	clz	r5, r5
",benign, 933, 361, 36749, 3, 24448, 14686, 6, 7852, 9929, 0, 1011, 179743, 10475, 3, 239, 12004, 2588, 447, 4, 99067, 27088, 110017, 0, 0, 830, 32042, 28489, 40271, 294, 0, 0, 19, 151, 156, 2, 179749, 169737, 173097, 2, 99, 99, 381
51,0x11c250,14, 1109574,"  10ee44:	e3a03000 	mov	r3, #0
",benign, 967, 346, 32164, 3, 21275, 13841, 6, 7027, 8889, 0, 958, 165834, 9326, 3, 224, 12089, 2728, 467, 5, 94931, 27286, 97771, 0, 0, 722, 28092, 24659, 35949, 244, 0, 0, 19, 130, 151, 2, 166420, 157985, 161332, 2, 99, 99, 316
52,0x11d078,2, 1121980,"  111ebc:	e50c3030 	str	r3, [ip, #-48]	; 0xffffffd0
",benign, 932, 314, 26951, 3, 17675, 12681, 6, 5989, 7352, 0, 821, 147533, 7668, 3, 189, 11929, 2228, 458, 5, 88168, 25744, 81404, 0, 0, 603, 22770, 19982, 31094, 227, 0, 0, 17, 98, 150, 4, 147996, 139039, 142503, 2, 99, 99, 326
53,0x11de84,2, 1123183,"  11236c:	e1cd40f8 	strd	r4, [sp, #8]
",benign, 1039, 354, 34770, 6, 23130, 14307, 11, 7485, 9494, 0, 926, 172639, 9980, 3, 212, 12256, 2384, 436, 5, 97064, 27836, 105484, 0, 0, 782, 30787, 27468, 38518, 262, 0, 0, 17, 97, 145, 4, 172709, 165907, 169430, 5, 99, 99, 347
54,0x132bdc,7, 1101303,"  10cdf4:	e1a00004 	mov	r0, r4
",benign, 931, 320, 32118, 3, 21291, 13772, 6, 6959, 8763, 0, 940, 163096, 9199, 3, 196, 12085, 2351, 472, 7, 92479, 26185, 96752, 0, 0, 722, 27678, 24648, 36021, 257, 0, 0, 19, 81, 155, 2, 163360, 155126, 158496, 2, 99, 99, 316
55,0x1360c4,31, 1109232,"  10ecf0:	e30101f0 	movw	r0, #4592	; 0x11f0
",benign, 935, 367, 38330, 3, 25542, 15053, 6, 8146, 10369, 0, 987, 183578, 10947, 3, 248, 12392, 2657, 487, 3, 101144, 27506, 114776, 0, 0, 861, 33260, 29346, 41699, 283, 0, 0, 19, 143, 140, 2, 184431, 175447, 178998, 2, 99, 99, 326
56,0x12e81c,18, 1095558,"  10b784:	e593300c 	ldr	r3, [r3, #12]
",benign, 925, 369, 38166, 3, 25421, 15031, 6, 8123, 10352, 0, 1012, 183625, 10921, 3, 243, 12838, 2489, 618, 4, 102051, 28339, 114586, 0, 0, 852, 33021, 29567, 41531, 287, 0, 0, 19, 143, 136, 2, 184493, 174415, 178077, 2, 99, 99, 326
57,0x120e60,21, 1110169,"  10f098:	0a000004 	beq	10f0b0 <ulPortSetInterruptMask+0x38>
",benign, 969, 322, 34469, 3, 22933, 14192, 6, 7374, 9373, 0, 876, 169338, 9852, 3, 199, 12355, 2324, 498, 5, 95332, 27065, 105131, 0, 0, 766, 30366, 27272, 38249, 247, 0, 0, 19, 83, 169, 2, 169486, 161624, 165052, 2, 99, 99, 316
58,0x11f0e0,16, 1102394,"  10d238:	e2504000 	subs	r4, r0, #0
",benign, 924, 337, 34731, 3, 23097, 14254, 6, 7462, 9476, 0, 927, 171104, 9967, 3, 213, 11997, 2377, 439, 7, 97066, 27713, 106130, 0, 0, 777, 30804, 27100, 38364, 275, 0, 0, 19, 93, 145, 2, 171282, 165167, 168615, 2, 99, 99, 370
59,0x11c798,26, 1096736,"  10bc20:	e8bd87f0 	pop	{r4, r5, r6, r7, r8, r9, sl, pc}
",benign, 984, 393, 37580, 3, 25087, 14802, 6, 7997, 10121, 0, 1007, 180339, 10666, 3, 213, 12117, 2491, 427, 4, 98432, 27055, 112447, 0, 0, 831, 32656, 29017, 41146, 260, 0, 0, 19, 94, 176, 2, 178597, 171827, 175153, 2, 99, 99, 316
60,0x1224d8,14, 1118132,"  110fb4:	eb75 0103 	sbcs.w	r1, r5, r3
",benign, 980, 373, 31695, 3, 20972, 13643, 6, 6887, 8698, 0, 895, 161867, 9108, 3, 195, 12056, 2639, 506, 6, 92056, 26200, 95725, 0, 0, 697, 27556, 24190, 35529, 238, 0, 0, 19, 89, 152, 2, 162232, 154215, 157689, 2, 99, 99, 326
61,0x1202c8,1, 1100227,"  10c9c0:	e151000c 	cmp	r1, ip
",benign, 930, 313, 26727, 3, 17499, 12628, 6, 5951, 7316, 0, 825, 147279, 7619, 3, 194, 11869, 2260, 433, 5, 87440, 25618, 80686, 0, 0, 590, 22566, 20054, 30999, 242, 0, 0, 19, 81, 160, 2, 146727, 138995, 142250, 2, 99, 99, 316
62,0x1209e4,22, 1118013,"  110f3c:	bf0c      	ite	eq
",benign, 934, 336, 34715, 5, 23067, 14266, 6, 7450, 9474, 0, 919, 172454, 9964, 3, 215, 12258, 2609, 582, 8, 97949, 28099, 106377, 0, 0, 776, 30671, 27223, 38276, 252, 0, 0, 19, 113, 141, 5, 173043, 164560, 169124, 2, 99, 99, 316
63,0x12bdf4,11, 1123177,"  112368:	e5913008 	ldr	r3, [r1, #8]
",benign, 934, 337, 13589, 5, 8336, 9954, 11, 3465, 3773, 0, 464, 99698, 3765, 3, 106, 9901, 1181, 459, 4, 68473, 19674, 39208, 0, 0, 291, 8643, 7941, 18569, 139, 0, 0, 17, 48, 145, 4, 99739, 91499, 94683, 4, 99, 99, 319
64,0x11f69c,2, 1120188,"  1117bc:	f9b4 300e 	ldrsh.w	r3, [r4, #14]
",benign, 922, 348, 37250, 3, 24828, 14806, 6, 7912, 10058, 0, 1039, 181360, 10598, 3, 226, 12047, 2266, 442, 4, 99837, 27536, 111872, 0, 0, 825, 32487, 28566, 40816, 298, 0, 0, 19, 117, 148, 4, 180209, 172396, 175791, 2, 99, 99, 326
65,0x1202fc,9, 1104930,"  10dc20:	05934004 	ldreq	r4, [r3, #4]
",benign, 995, 402, 32404, 3, 21442, 13872, 6, 7082, 8941, 0, 998, 166979, 9392, 3, 224, 12761, 2419, 557, 6, 95138, 27550, 98379, 0, 0, 736, 28143, 25007, 36360, 249, 0, 0, 19, 136, 169, 2, 167240, 158437, 161814, 2, 99, 99, 370
66,0x11bc20,30, 1121311,"  111c1c:	4419      	add	r1, r3
",benign, 965, 381, 34637, 3, 23056, 14233, 6, 7421, 9399, 0, 893, 169992, 9890, 3, 199, 12030, 2440, 492, 4, 95025, 26490, 105619, 0, 0, 777, 30420, 27094, 38222, 279, 0, 0, 19, 105, 169, 2, 169765, 161951, 165362, 2, 99, 99, 326
67,0x12c720,30, 1113059,"  10fbe0:	e2833001 	add	r3, r3, #1
",benign, 919, 318, 27336, 3, 17961, 12765, 6, 6099, 7443, 0, 807, 147769, 7787, 3, 193, 11934, 2358, 505, 6, 88112, 25694, 82247, 0, 0, 631, 22877, 20378, 31531, 226, 0, 0, 19, 80, 152, 4, 148779, 140489, 143830, 2, 99, 99, 326
68,0x129f54,22, 1120192,"  1117c0:	4621      	mov	r1, r4
",benign, 929, 323, 35085, 3, 23352, 14374, 6, 7447, 9446, 0, 928, 170981, 9956, 3, 198, 12329, 2356, 426, 4, 94852, 26505, 105895, 0, 0, 797, 30622, 27536, 38855, 258, 0, 0, 19, 101, 155, 2, 172012, 164178, 167574, 2, 99, 99, 316
69,0x1321fc,27, 1121441,"  111ca0:	f103 005c 	add.w	r0, r3, #92	; 0x5c
",benign, 927, 347, 37101, 3, 24718, 14738, 6, 7913, 10059, 0, 999, 179545, 10590, 3, 223, 12028, 2401, 422, 4, 99238, 27215, 111378, 0, 0, 816, 32514, 28529, 40544, 266, 0, 0, 19, 112, 153, 4, 180577, 171440, 174928, 2, 99, 99, 316
70,0x1338f4,31, 1105262,"  10dd6c:	1a000008 	bne	10dd94 <prvProcessExpiredTimer+0x64>
",benign, 931, 347, 37486, 2, 24985, 14887, 6, 7923, 10083, 0, 1056, 181134, 10630, 3, 222, 11665, 2415, 468, 5, 100326, 28211, 112876, 0, 0, 832, 32619, 28633, 40922, 275, 0, 0, 19, 133, 157, 4, 179901, 171997, 175376, 2, 99, 99, 316
